TIPO_REG,PAIS,P_DEPTO,P_S6P47B,P_S6P59_UNIF,P_S6P60,AREA_SEMBRADA,AREA_COSECHADA
4,170,63,1993,6.1650720203,12,1.104517046,1.104517046
4,170,63,1993,6.1650720203,12,0.2720009156,0.2720009156
4,170,63,1993,6.1650720203,12,0.7415723318,0.7415723318
4,170,63,1993,0.72,12,0.7415723318,0.7415723318
4,170,63,1993,0.72,12,1.2256234882,1.2256234882
4,170,63,1993,6.1650720203,12,1.2256234882,1.2256234882
4,170,63,1993,6.1650720203,12,0.4530126462,0.4530126462
4,170,63,1993,0.72,12,0.4530126462,0.4530126462
4,170,63,1993,4.7925689832,12,0.01908824,0.01908824
4,170,63,1993,6.1650720203,12,4.7390427567,4.7390427567
4,170,63,1993,10.107316324,12,4.7390427567,4.7390427567
4,170,63,1993,4.8436544845,12,0.04303905,0.04303905
4,170,63,1993,0.72,12,4.1600047442,4.1600047442
4,170,63,1993,6.1650720203,12,4.1600047442,4.1600047442
4,170,63,1993,4.6094625007,12,0.04730459,0.04730459
4,170,63,1993,6.1650720203,12,2.0961746175,2.0961746175
4,170,63,1993,6.1650720203,12,6.5716873942,6.5716873942
4,170,63,1993,0.72,12,6.5716873942,6.5716873942
4,170,63,1993,0.72,12,0.5723727752,0.5723727752
4,170,63,1993,6.1650720203,12,0.5723727752,0.5723727752
4,170,63,1993,6.1650720203,12,1.554285904,1.554285904
4,170,63,1993,4.9861837249,12,0.0399976157,0.0399976157
4,170,63,1993,4.7088563817,12,0.0412395043,0.0412395043
4,170,63,1993,6.1650720203,12,2.2692908833,2.2692908833
4,170,63,1993,,12,0.3369757364,0
4,170,63,1993,6.1650720203,12,2.6966627047,2.6966627047
4,170,63,1993,,12,2.6966627047,0
4,170,63,1993,0.72,12,5.3048790758,5.3048790758
4,170,63,1993,6.1650720203,12,5.3048790758,5.3048790758
4,170,63,1993,6.1650720203,12,8.1486777524,8.1486777524
4,170,63,1993,6.1650720203,12,8.1021648844,8.1021648844
4,170,63,1993,1.44,12,0.010689809,0.010689809
4,170,63,1993,0.2232685578,,0.0077927132,0.0077927132
4,170,63,1993,1.44,12,0.8719534903,0.8719534903
4,170,63,1993,6.1650720203,12,0.8719534903,0.8719534903
4,170,63,1993,6.1650720203,12,0.2147292779,0.2147292779
4,170,63,1993,0.72,12,0.2147292779,0.2147292779
4,170,63,1993,6.1650720203,12,0.9995464839,0.9995464839
4,170,63,1993,4.5592856862,12,0.0503586107,0.0503586107
4,170,63,1993,4.7336185091,12,0.049962774,0.049962774
4,170,63,1993,4.6103963305,12,0.0471871711,0.0471871711
4,170,63,1993,5.2269263415,12,0.049967839,0.049967839
4,170,63,1993,4.9128054156,12,0.048674228,0.048674228
4,170,63,1993,6.1650720203,12,2.3632930611,2.3632930611
4,170,63,1993,8.9770841706,12,2.3632930611,2.3632930611
4,170,63,1993,4.6273394803,12,0.03810963,0.03810963
4,170,63,1993,6.1650720203,12,0.0873042883,0.0873042883
4,170,63,1993,,12,3.4089244868,0
4,170,63,1993,6.1650720203,12,2.1018989619,2.1018989619
4,170,63,1993,1.44,12,2.1018989619,2.1018989619
4,170,63,1993,,12,0.5176184868,0
4,170,63,1993,6.1650720203,12,0.5176184868,0.5176184868
4,170,63,1993,6.1650720203,12,2.6195174488,2.6195174488
4,170,63,1993,6.1650720203,12,11.833471145,11.833471145
4,170,63,1993,,12,14.378268999,0
4,170,63,1993,4.6404812668,12,0.0478438151,0.0478438151
4,170,63,1993,4.5670509891,12,0.0485952282,0.0485952282
4,170,63,1993,5.002728308,12,0.045947076,0.045947076
4,170,63,1993,4.8228328201,12,0.0443726863,0.0443726863
4,170,63,1993,4.7874775196,12,0.0451001143,0.0451001143
4,170,63,1993,6.1650720203,12,6.4177574638,6.4177574638
4,170,63,1993,,12,11.222637912,0
4,170,63,1993,,12,1.3613957513,0
4,170,63,1993,,12,1.3127410383,0
4,170,63,1993,4.959499895,12,0.0445256723,0.0445256723
4,170,63,1993,4.5993066384,12,0.0450502377,0.0450502377
4,170,63,1993,0.72,12,16.208551504,16.208551504
4,170,63,1993,0.72,12,7.8864113982,7.8864113982
4,170,63,1993,6.1650720203,12,7.8864113982,7.8864113982
4,170,63,1993,1.6704447321,12,0.9699636986,0.9699636986
4,170,63,1993,1.6057699683,12,0.9690705291,0.9690705291
4,170,63,1993,1.8236702954,12,0.9332663134,0.9332663134
4,170,63,1993,1.8607967889,12,1.0044762131,1.0044762131
4,170,63,1993,1.7575103548,12,0.9789281095,0.9789281095
4,170,63,1993,,12,1.0094422848,0
4,170,63,1993,1.7408185386,12,0.9182928486,0.9182928486
4,170,63,1993,1.5644843839,12,1.0026132011,1.0026132011
4,170,63,1993,1.7563986575,12,1.0062169027,1.0062169027
4,170,63,1993,,12,0.9775677231,0
4,170,63,1993,1.6051008373,12,0.9356894762,0.9356894762
4,170,63,1993,1.6880170827,12,1.0079953285,1.0079953285
4,170,63,1993,1.5215142215,12,1.0007434788,1.0007434788
4,170,63,1993,1.7228731449,12,0.9789614011,0.9789614011
4,170,63,1993,1.6501324965,12,0.9675629854,0.9675629854
4,170,63,1993,1.5237309808,12,0.9814973356,0.9814973356
4,170,63,1993,1.7327481384,12,0.9929369057,0.9929369057
4,170,63,1993,1.7157764174,12,0.9720834116,0.9720834116
4,170,63,1993,4.8221188676,12,0.0515445631,0.0515445631
4,170,63,1993,4.87664823,12,0.0564750862,0.0564750862
4,170,63,1993,4.835120833,12,0.0519532868,0.0519532868
4,170,63,1993,4.7828452077,12,0.0519426178,0.0519426178
4,170,63,1993,4.6628475073,12,0.0536160594,0.0536160594
4,170,63,1993,4.8725721749,12,0.0518691617,0.0518691617
4,170,63,1993,4.5001238098,12,0.0528024262,0.0528024262
4,170,63,1993,4.3993709662,12,0.055835493,0.055835493
4,170,63,1993,4.8043598106,12,0.0553334887,0.0553334887
4,170,63,1993,4.3984880732,12,0.0543948825,0.0543948825
4,170,63,1993,4.3706536489,12,0.0521714499,0.0521714499
4,170,63,1993,4.6882672058,12,0.0536567781,0.0536567781
4,170,63,1993,4.8451133608,12,0.0519751754,0.0519751754
4,170,63,1993,4.5080074217,12,0.052351989,0.052351989
4,170,63,1993,4.402664972,12,0.0553800922,0.0553800922
4,170,63,1993,4.4396318557,12,0.0518603582,0.0518603582
4,170,63,1993,4.3354195813,12,0.0523466752,0.0523466752
4,170,63,1993,4.8087573061,12,0.0513606491,0.0513606491
4,170,63,1993,4.3876085382,12,0.0538456864,0.0538456864
4,170,63,1993,4.4065253016,12,0.0536218199,0.0536218199
4,170,63,1993,4.8000608758,12,0.0533500365,0.0533500365
4,170,63,1993,4.7420305457,12,0.0536053524,0.0536053524
4,170,63,1993,4.6473962107,12,0.0537237924,0.0537237924
4,170,63,1993,6.1650720203,12,2.605968946,2.605968946
4,170,63,1993,6.1650720203,12,6.2526059436,6.2526059436
4,170,63,1993,0.72,12,6.2526059436,6.2526059436
4,170,63,1993,4.6265349832,12,0.0359278483,0.0359278483
4,170,63,1993,4.5273645543,12,0.0351723017,0.0351723017
4,170,63,1993,6.1650720203,12,7.6265283753,7.6265283753
4,170,63,1993,6.1650720203,12,0.4419151447,0.4419151447
4,170,63,1993,1.44,12,0.4419151447,0.4419151447
4,170,63,1993,0.72,12,0.1088270429,0.1088270429
4,170,63,1993,6.1650720203,12,0.1088270429,0.1088270429
4,170,63,1993,6.1650720203,12,0.3352458638,0.3352458638
4,170,63,1993,1.08,12,0.3352458638,0.3352458638
4,170,63,1993,1.9631363119,12,0.2885580209,0.2885580209
4,170,63,1993,4.5252091034,12,0.01860653,0.01860653
4,170,63,1993,6.1650720203,12,0.5028299141,0.5028299141
4,170,63,1993,,12,3.5683998762,0
4,170,63,1993,6.1650720203,12,1.908825934,1.908825934
4,170,63,1993,0.72,12,1.908825934,1.908825934
4,170,63,1993,4.6530872974,12,0.0217058,0.0217058
4,170,63,1993,,12,0.3287754183,0
4,170,63,1993,6.1650720203,12,0.3287754183,0.3287754183
4,170,63,1993,4.5201859534,12,0.0137636,0.0137636
4,170,63,1993,0.72,12,0.6571082146,0.6571082146
4,170,63,1993,6.1650720203,12,0.6571082146,0.6571082146
4,170,63,1993,4.6895602338,12,0.01749716,0.01749716
4,170,63,1993,6.1650720203,12,2.7567873028,2.7567873028
4,170,63,1993,6.1650720203,12,2.1775794688,2.1775794688
4,170,63,1993,6.1650720203,12,0.2880756548,0.2880756548
4,170,63,1993,1.44,12,0.2880756548,0.2880756548
4,170,63,1993,,12,0.0686428352,0
4,170,63,1993,4.7222069968,12,0.01232434,0.01232434
4,170,63,1993,6.1650720203,12,7.2113285449,7.2113285449
4,170,63,1993,6.1650720203,12,7.9144407289,7.9144407289
4,170,63,1993,6.1650720203,12,1.9490284302,1.9490284302
4,170,63,1993,0.72,12,1.9490284302,1.9490284302
4,170,63,1993,1.44,12,1.1522743355,1.1522743355
4,170,63,1993,6.1650720203,12,1.1522743355,1.1522743355
4,170,63,1993,6.1650720203,12,0.2837617358,0.2837617358
4,170,63,1993,0.72,12,0.2837617358,0.2837617358
4,170,63,1993,3.3321218592,12,12.941856922,12.941856922
4,170,63,1993,,12,12.941856922,0
4,170,63,1993,6.1650720203,12,1.1424477732,1.1424477732
4,170,63,1993,0.72,12,1.1424477732,1.1424477732
4,170,63,1993,5.1132999117,12,0.0129911,0.0129911
4,170,63,1993,6.1650720203,12,4.2242032976,4.2242032976
4,170,63,1993,6.1650720203,12,8.8832751067,8.8832751067
4,170,63,1993,0.425562403,12,8.8832751067,8.8832751067
4,170,63,1993,4.5300865334,12,0.0523995457,0.0523995457
4,170,63,1993,4.8032457229,12,0.0522551254,0.0522551254
4,170,63,1993,4.8634085847,12,0.0510040596,0.0510040596
4,170,63,1993,4.8384696074,12,0.0509857595,0.0509857595
4,170,63,1993,4.5165618338,12,0.0518427612,0.0518427612
4,170,63,1993,4.7098573369,12,0.0503232496,0.0503232496
4,170,63,1993,4.5076606741,12,0.051485366,0.051485366
4,170,63,1993,4.7785445253,12,0.0540487438,0.0540487438
4,170,63,1993,5.0397756448,12,0.0516447761,0.0516447761
4,170,63,1993,4.8583880568,12,0.0542393174,0.0542393174
4,170,63,1993,4.8725020503,12,0.0525744959,0.0525744959
4,170,63,1993,0.72,12,1.5759277989,1.5759277989
4,170,63,1993,6.1650720203,12,1.5759277989,1.5759277989
4,170,63,1993,6.1650720203,12,0.8674993855,0.8674993855
4,170,63,1993,,12,0.8674993855,0
4,170,63,1993,3.1957649605,12,0.8674993855,0.8674993855
4,170,63,1993,0.2015486336,12,0.8674993855,0.8674993855
4,170,63,1993,,12,0.8674993855,0
4,170,63,1993,21.741942847,12,0.8674993855,0.8674993855
4,170,63,1993,0.72,12,1.1702675515,1.1702675515
4,170,63,1993,6.1650720203,12,1.1702675515,1.1702675515
4,170,63,1993,6.1650720203,12,6.4434295022,6.4434295022
4,170,63,1993,,12,6.4434295022,0
4,170,63,1993,4.2801187343,12,6.4434295022,6.4434295022
4,170,63,1993,1.08,12,6.4434295022,6.4434295022
4,170,63,1993,1.44,12,0.7448047167,0.7448047167
4,170,63,1993,6.1650720203,12,0.7448047167,0.7448047167
4,170,63,1993,,12,0.1774725076,0
4,170,63,1993,4.6595054036,12,0.01596982,0.01596982
4,170,63,1993,6.1650720203,12,0.5085600597,0.5085600597
4,170,63,1993,6.1650720203,12,0.1252391734,0.1252391734
4,170,63,1993,0.72,12,0.1252391734,0.1252391734
4,170,63,1993,1.44,12,2.0042206173,2.0042206173
4,170,63,1993,23.672964849,12,2.0042206173,2.0042206173
4,170,63,1993,,12,2.0042206173,0
4,170,63,1993,,12,2.0042206173,0
4,170,63,1993,6.1650720203,12,0.4935639924,0.4935639924
4,170,63,1993,1.44,12,0.4935639924,0.4935639924
4,170,63,1993,,12,1.4546784849,0
4,170,63,1993,6.1650720203,12,1.4546784849,1.4546784849
4,170,63,1993,4.6578378829,12,0.01654156,0.01654156
4,170,63,1993,0.72,12,1.299787304,1.299787304
4,170,63,1993,6.1650720203,12,1.299787304,1.299787304
4,170,63,1993,4.8231210801,12,0.01478025,0.01478025
4,170,63,1993,1.08,12,1.0736241516,1.0736241516
4,170,63,1993,,12,1.0736241516,0
4,170,63,1993,6.1650720203,12,2.3474670418,2.3474670418
4,170,63,1993,1.08,12,2.3474670418,2.3474670418
4,170,63,1993,1.44,12,0.0622818197,0.0622818197
4,170,63,1993,6.1650720203,12,0.0622818197,0.0622818197
4,170,63,1993,,12,0.0153376646,0
4,170,63,1993,1.44,12,1.4894400407,1.4894400407
4,170,63,1993,,12,1.4894400407,0
4,170,63,1993,24.016498481,12,1.4894400407,1.4894400407
4,170,63,1993,6.1650720203,12,1.4894400407,1.4894400407
4,170,63,1993,4.5693160891,12,0.0531886491,0.0531886491
4,170,63,1993,5.0072764927,12,0.0525846522,0.0525846522
4,170,63,1993,4.665773635,12,0.0520212899,0.0520212899
4,170,63,1993,4.6872584731,12,0.0537157597,0.0537157597
4,170,63,1993,4.5820575582,12,0.0544653093,0.0544653093
4,170,63,1993,5.0290572879,12,0.0505051299,0.0505051299
4,170,63,1993,4.5586471225,12,0.0503121502,0.0503121502
4,170,63,1993,6.1650720203,12,0.4839406753,0.4839406753
4,170,63,1993,6.1650720203,12,1.3140342531,1.3140342531
4,170,63,1993,,12,1.3140342531,0
4,170,63,1993,0.72,12,0.3235971063,0.3235971063
4,170,63,1993,6.1650720203,12,0.3235971063,0.3235971063
4,170,63,1993,6.1650720203,12,8.984591034,8.984591034
4,170,63,1993,6.1650720203,12,1.5826925188,1.5826925188
4,170,63,1993,0.72,12,1.5826925188,1.5826925188
4,170,63,1993,6.1650720203,12,4.1648314581,4.1648314581
4,170,63,1993,6.1650720203,12,1.7427965815,1.7427965815
4,170,63,1993,6.1650720203,12,1.7222381628,1.7222381628
4,170,63,1993,6.1650720203,12,5.0468487941,5.0468487941
4,170,63,1993,1.44,12,5.0468487941,5.0468487941
4,170,63,1993,,12,1.2025661156,0
4,170,63,1993,4.754516833,12,0.04028251,0.04028251
4,170,63,1993,6.1650720203,12,2.9458195592,2.9458195592
4,170,63,1993,6.1650720203,12,2.2686749312,2.2686749312
4,170,63,1993,1.44,12,2.2686749312,2.2686749312
4,170,63,1993,0.72,12,0.5586891217,0.5586891217
4,170,63,1993,6.1650720203,12,0.5586891217,0.5586891217
4,170,63,1993,1.08,12,31.62051388,31.62051388
4,170,63,1993,1.44,12,1.7431836562,1.7431836562
4,170,63,1993,6.1650720203,12,1.7431836562,1.7431836562
4,170,63,1993,0.72,12,0.4292804282,0.4292804282
4,170,63,1993,6.1650720203,12,5.8817130434,5.8817130434
4,170,63,1993,10.107316324,12,1.9906533273,1.9906533273
4,170,63,1993,10.107316324,12,1.9161956418,1.9161956418
4,170,63,1993,10.107316324,12,2.0174247914,2.0174247914
4,170,63,1993,10.107316324,12,2.0197970034,2.0197970034
4,170,63,1993,10.107316324,12,1.9223713398,1.9223713398
4,170,63,1993,10.107316324,12,1.901474441,1.901474441
4,170,63,1993,10.107316324,12,2.021464377,2.021464377
4,170,63,1993,10.107316324,12,1.945562809,1.945562809
4,170,63,1993,10.107316324,12,2.0059644968,2.0059644968
4,170,63,1993,10.107316324,12,2.0832119279,2.0832119279
4,170,63,1993,10.107316324,12,1.999522754,1.999522754
4,170,63,1993,10.107316324,12,1.9076216243,1.9076216243
4,170,63,1993,10.107316324,12,2.0739202116,2.0739202116
4,170,63,1993,10.107316324,12,1.9634098626,1.9634098626
4,170,63,1993,10.107316324,12,1.9837733536,1.9837733536
4,170,63,1993,10.107316324,12,2.0923737689,2.0923737689
4,170,63,1993,10.107316324,12,2.0079280453,2.0079280453
4,170,63,1993,4.5284553188,12,0.0522739424,0.0522739424
4,170,63,1993,5.175240982,12,0.0503835529,0.0503835529
4,170,63,1993,4.9656031646,12,0.0491958004,0.0491958004
4,170,63,1993,3.9286899681,12,0.0513269491,0.0513269491
4,170,63,1993,4.7275513956,12,0.0513334952,0.0513334952
4,170,63,1993,4.487181794,12,0.05292953,0.05292953
4,170,63,1993,6.1650720203,12,2.3873965426,2.3873965426
4,170,63,1993,0.72,12,0.2684941752,0.2684941752
4,170,63,1993,4.4841071096,12,0.01307812,0.01307812
4,170,63,1993,1.08,12,0.2463037599,0.2463037599
4,170,63,1993,6.1650720203,12,0.2463037599,0.2463037599
4,170,63,1993,6.1650720203,12,0.3910281662,0.3910281662
4,170,63,1993,1.44,12,0.3910281662,0.3910281662
4,170,63,1993,0.72,12,0.0962954982,0.0962954982
4,170,63,1993,6.1650720203,12,0.0962954982,0.0962954982
4,170,63,1993,6.1650720203,12,4.9392592415,4.9392592415
4,170,63,1993,6.1650720203,12,0.6299258427,0.6299258427
4,170,63,1993,1.44,12,0.6299258427,0.6299258427
4,170,63,1993,,12,0.1500991011,0
4,170,63,1993,4.5674785996,12,0.01505289,0.01505289
4,170,63,1993,0.72,12,32.015338212,32.015338212
4,170,63,1993,1.44,12,25.689084906,25.689084906
4,170,63,1993,0.72,12,6.326253306,6.326253306
4,170,63,1993,6.1650720203,12,6.326253306,6.326253306
4,170,63,1993,6.1650720203,12,1.7388845643,1.7388845643
4,170,63,1993,6.1650720203,12,3.0989717706,3.0989717706
4,170,63,1993,6.1650720203,12,0.0536408365,0.0536408365
4,170,63,1993,0.72,12,0.0536408365,0.0536408365
4,170,63,1993,6.1650720203,12,0.1093631477,0.1093631477
4,170,63,1993,6.1650720203,12,0.0728193357,0.0728193357
4,170,63,1993,6.1650720203,12,0.6139884583,0.6139884583
4,170,63,1993,1.44,12,0.6139884583,0.6139884583
4,170,63,1993,,12,0.146301534,0
4,170,63,1993,4.2573215722,12,0.01492568,0.01492568
4,170,63,1993,6.1650720203,12,5.3807716188,5.3807716188
4,170,63,1993,,12,4.1308389066,0
4,170,63,1993,6.1650720203,12,0.6972255009,0.6972255009
4,170,63,1993,4.7270162061,12,0.01124321,0.01124321
4,170,63,1993,1.44,12,0.9465911261,0.9465911261
4,170,63,1993,6.1650720203,12,0.9465911261,0.9465911261
4,170,63,1993,,12,0.1140736966,0
4,170,63,1993,1.44,12,0.1140736966,0.1140736966
4,170,63,1993,0.72,12,0.2612017659,0.2612017659
4,170,63,1993,6.1650720203,12,0.2612017659,0.2612017659
4,170,63,1993,6.1650720203,12,0.1113087952,0.1113087952
4,170,63,1993,22.273119428,12,0.1113087952,0.1113087952
4,170,63,1993,,12,0.1113087952,0
4,170,63,1993,6.1650720203,12,1.5293432286,1.5293432286
4,170,63,1993,6.1650720203,12,0.3653696557,0.3653696557
4,170,63,1993,6.1346533746,12,3.0912293581,3.0912293581
4,170,63,1993,6.1650720203,12,1.2945409582,1.2945409582
4,170,63,1993,1.08,12,1.2945409582,1.2945409582
4,170,63,1993,6.1650720203,12,4.9565515188,4.9565515188
4,170,63,1993,6.1650720203,12,0.3066746858,0.3066746858
4,170,63,1993,0.2054036885,12,0.3066746858,0.3066746858
4,170,63,1993,,12,0.4002991275,0
4,170,63,1993,4.6267493802,12,0.01340887,0.01340887
4,170,63,1993,6.1650720203,12,2.6363704807,2.6363704807
4,170,63,1993,16.425489035,12,4.5204376261,4.5204376261
4,170,63,1993,6.1650720203,12,4.5204376261,4.5204376261
4,170,63,1993,6.1650720203,12,4.6751338351,4.6751338351
4,170,63,1993,1.08,12,4.6751338351,4.6751338351
4,170,63,1993,6.1650720203,12,3.4100658262,3.4100658262
4,170,63,1993,6.1650720203,12,2.7978071024,2.7978071024
4,170,63,1993,6.1650720203,12,1.2749796392,1.2749796392
4,170,63,1993,5.0818528173,12,0.01449815,0.01449815
4,170,63,1993,0.72,12,0.2285091498,0.2285091498
4,170,63,1993,6.1650720203,12,0.2285091498,0.2285091498
4,170,63,1993,4.8143872406,12,0.01262344,0.01262344
4,170,63,1993,0.72,12,0.4905547647,0.4905547647
4,170,63,1993,6.1650720203,12,0.4905547647,0.4905547647
4,170,63,1993,4.7836931712,12,0.01560324,0.01560324
4,170,63,1993,1.44,12,1.8633062598,1.8633062598
4,170,63,1993,6.1650720203,12,1.8633062598,1.8633062598
4,170,63,1993,6.1650720203,12,0.4588620976,0.4588620976
4,170,63,1993,0.72,12,0.4588620976,0.4588620976
4,170,63,1993,6.1650720203,12,2.0758582498,2.0758582498
4,170,63,1993,6.1650720203,12,0.3055445863,0.3055445863
4,170,63,1993,0.72,12,0.3055445863,0.3055445863
4,170,63,1993,4.9238373985,12,0.01349943,0.01349943
4,170,63,1993,,12,1.1449511526,0
4,170,63,1993,6.1650720203,12,0.4529085896,0.4529085896
4,170,63,1993,,12,4.5886207079,0
4,170,63,1993,,12,4.5886207079,0
4,170,63,1993,4.8,12,0.0905560878,0.0905560878
4,170,63,1993,0.72,12,1.685466728,1.685466728
4,170,63,1993,6.1650720203,12,1.685466728,1.685466728
4,170,63,1993,6.1650720203,12,0.5284098513,0.5284098513
4,170,63,1993,1.44,12,0.5284098513,0.5284098513
4,170,63,1993,0.72,12,0.1301274289,0.1301274289
4,170,63,1993,6.1650720203,12,0.1301274289,0.1301274289
4,170,63,1993,6.1650720203,12,5.2040469809,5.2040469809
4,170,63,1993,,12,0.560092945,0
4,170,63,1993,6.1650720203,12,0.560092945,0.560092945
4,170,63,1993,4.6317082606,12,0.01876151,0.01876151
4,170,63,1993,0.72,12,1.0031045639,1.0031045639
4,170,63,1993,6.1650720203,12,1.0031045639,1.0031045639
4,170,63,1993,6.1650720203,12,0.8358515616,0.8358515616
4,170,63,1993,4.3998174443,12,0.01140659,0.01140659
4,170,63,1993,11.4,12,0.389136741,0.389136741
4,170,63,1993,,12,0.0560483193,0
4,170,63,1993,4.2993734071,12,0.01190246,0.01190246
4,170,63,1993,6.1650720203,12,7.0920391121,7.0920391121
4,170,63,1993,6.1650720203,12,0.1230584883,0.1230584883
4,170,63,1993,1.44,12,0.1230584883,0.1230584883
4,170,63,1993,0.72,12,0.0303046672,0.0303046672
4,170,63,1993,,12,1.1328058209,0
4,170,63,1993,,12,1.1328058209,0
4,170,63,1993,6.1650720203,12,0.2789673745,0.2789673745
4,170,63,1993,,12,0.2789673745,0
4,170,63,1993,1.44,12,8.567171832,8.567171832
4,170,63,1993,6.1650720203,12,8.567171832,8.567171832
4,170,63,1993,6.1650720203,12,2.1097714973,2.1097714973
4,170,63,1993,0.72,12,2.1097714973,2.1097714973
4,170,63,1993,1.44,12,0.6917762836,0.6917762836
4,170,63,1993,6.1650720203,12,0.6917762836,0.6917762836
4,170,63,1993,,12,0.1648368633,0
4,170,63,1993,4.7241281388,12,0.01554656,0.01554656
4,170,63,1993,6.1650720203,12,0.2097425947,0.2097425947
4,170,63,1993,6.1650720203,12,2.1095933043,2.1095933043
4,170,63,1993,6.1650720203,12,1.0208727221,1.0208727221
4,170,63,1993,1.44,12,1.0208727221,1.0208727221
4,170,63,1993,0.72,12,0.2514024714,0.2514024714
4,170,63,1993,6.1650720203,12,0.2514024714,0.2514024714
4,170,63,1993,6.1650720203,12,10.414720705,10.414720705
4,170,63,1993,6.1650720203,12,2.5647531445,2.5647531445
4,170,63,1993,0.72,12,2.5647531445,2.5647531445
4,170,63,1993,21.985324738,12,6.7377886714,6.7377886714
4,170,63,1993,,12,6.7377886714,0
4,170,63,1993,6.1650720203,12,6.7377886714,6.7377886714
4,170,63,1993,6.1650720203,12,2.6448218844,2.6448218844
4,170,63,1993,1.44,12,2.6448218844,2.6448218844
4,170,63,1993,0.72,12,0.6513199381,0.6513199381
4,170,63,1993,6.1650720203,12,0.6513199381,0.6513199381
4,170,63,1993,6.1650720203,12,1.0743898179,1.0743898179
4,170,63,1993,6.1650720203,12,2.8492662729,2.8492662729
4,170,63,1993,6.1650720203,12,0.5698964497,0.5698964497
4,170,63,1993,1.08,12,0.5698964497,0.5698964497
4,170,63,1993,1.08,12,0.8548446746,0.8548446746
4,170,63,1993,6.1650720203,12,0.8548446746,0.8548446746
4,170,63,1993,6.1650720203,12,5.6985325459,5.6985325459
4,170,63,1993,6.1650720203,12,3.2373603166,3.2373603166
4,170,63,1993,0.72,12,3.2373603166,3.2373603166
4,170,63,1993,4.6279821925,12,0.03681294,0.03681294
4,170,63,1993,1.44,12,1.2150745033,1.2150745033
4,170,63,1993,6.1650720203,12,1.2150745033,1.2150745033
4,170,63,1993,6.1650720203,12,0.29922705,0.29922705
4,170,63,1993,0.72,12,0.29922705,0.29922705
4,170,63,1993,6.1650720203,12,3.7961208799,3.7961208799
4,170,63,1993,6.1650720203,12,1.2083229734,1.2083229734
4,170,63,1993,1.44,12,1.2083229734,1.2083229734
4,170,63,1993,4.8988561321,12,0.0502942293,0.0502942293
4,170,63,1993,4.8074047667,12,0.0475560777,0.0475560777
4,170,63,1993,5.0063790555,12,0.0506880799,0.0506880799
4,170,63,1993,4.5056179715,12,0.0485835953,0.0485835953
4,170,63,1993,4.5469021688,12,0.0508644878,0.0508644878
4,170,63,1993,4.7259928507,12,0.0495779327,0.0495779327
4,170,63,1993,1.44,12,1.0145691974,1.0145691974
4,170,63,1993,,12,1.0145691974,0
4,170,63,1993,6.1650720203,12,0.2498501509,0.2498501509
4,170,63,1993,0.72,12,0.2498501509,0.2498501509
4,170,63,1993,0.72,12,0.7462796048,0.7462796048
4,170,63,1993,6.1650720203,12,0.7462796048,0.7462796048
4,170,63,1993,6.1650720203,12,0.5715723412,0.5715723412
4,170,63,1993,0.72,12,0.5715723412,0.5715723412
4,170,63,1993,1.44,12,0.1222750236,0.1222750236
4,170,63,1993,6.1650720203,12,0.1222750236,0.1222750236
4,170,63,1993,0.72,12,0.0301117294,0.0301117294
4,170,63,1993,0.72,12,1.3286996221,1.3286996221
4,170,63,1993,6.1650720203,12,1.3286996221,1.3286996221
4,170,63,1993,6.1650720203,12,2.7020275042,2.7020275042
4,170,63,1993,6.1650720203,12,0.6013833779,0.6013833779
4,170,63,1993,1.44,12,0.6013833779,0.6013833779
4,170,63,1993,0.72,12,0.1480980578,0.1480980578
4,170,63,1993,6.1650720203,12,0.1480980578,0.1480980578
4,170,63,1993,6.1650720203,12,1.9943399626,1.9943399626
4,170,63,1993,6.1650720203,12,0.3414171864,0.3414171864
4,170,63,1993,1.44,12,0.3414171864,0.3414171864
4,170,63,1993,,12,0.0813530839,0
4,170,63,1993,5.0254702604,12,0.0127501,0.0127501
4,170,63,1993,1.44,12,0.7630619198,0.7630619198
4,170,63,1993,1.08,12,0.7630619198,0.7630619198
4,170,63,1993,6.1346533746,12,0.7630619198,0.7630619198
4,170,63,1993,6.1650720203,12,0.7630619198,0.7630619198
4,170,63,1993,6.1650720203,12,0.1879133885,0.1879133885
4,170,63,1993,1.44,12,5.4354157714,5.4354157714
4,170,63,1993,0.72,12,1.3385380257,1.3385380257
4,170,63,1993,6.1650720203,12,1.3385380257,1.3385380257
4,170,63,1993,6.1650720203,12,1.1535582528,1.1535582528
4,170,63,1993,1.44,12,1.1535582528,1.1535582528
4,170,63,1993,0.72,12,0.2840779163,0.2840779163
4,170,63,1993,6.1650720203,12,0.2840779163,0.2840779163
4,170,63,1993,6.1650720203,12,3.113436848,3.113436848
4,170,63,1993,1.08,12,3.113436848,3.113436848
4,170,63,1993,6.1650720203,12,2.2227304506,2.2227304506
4,170,63,1993,6.1650720203,12,0.4772876074,0.4772876074
4,170,63,1993,0.72,12,0.4772876074,0.4772876074
4,170,63,1993,1.44,12,1.0103997312,1.0103997312
4,170,63,1993,6.1650720203,12,1.0103997312,1.0103997312
4,170,63,1993,6.1650720203,12,0.2488233685,0.2488233685
4,170,63,1993,1.44,12,0.2488233685,0.2488233685
4,170,63,1993,6.1650720203,12,6.1355217217,6.1355217217
4,170,63,1993,6.1650720203,12,0.4620002075,0.4620002075
4,170,63,1993,,12,0.4620002075,0
4,170,63,1993,0.72,12,0.1137732368,0.1137732368
